competitorId,competitorName,firstName,lastName,gender,genderId,age,ageNull,height,heightNull,weight,weightNull,bmi,bmiNull,affiliateName,affiliateId,countryOfOriginName,countryOfOriginCode,regionName,regionId,status,statusId,year,overallRank,overallScore,openCompetitor,openRank,openScore,gamesCompetitions,openCompetitions
121033,Sydney Wells,Sydney,Wells,F,2,28,0,168.0,0,69.0,0,24.44727891156463,0,CrossFit East Nashville,19593,United States,1,North America,1,ACT,1,2023,0,0,1,138,1732,0,1
121917,Alexandra LaChance,Alexandra,LaChance,F,2,26,0,168.0,0,71.0,0,25.15589569160998,0,CrossFit Gambit,2205,United States,1,North America,1,CUT,4,2014,38,287,1,161,2123,1,1
123582,Cassidy Lance-Mcwherter,Cassidy,Lance-Mcwherter,F,2,25,0,161.0,0,64.0,0,24.690405462752206,0,CrossFit Bolt,1524,United States,1,North America,1,ACT,1,2013,29,452,1,141,1468,1,1
123582,Cassidy Lance-Mcwherter,Cassidy,Lance-Mcwherter,F,2,26,0,161.0,0,64.0,0,24.690405462752206,0,CrossFit Bolt,1524,United States,1,North America,1,ACT,1,2014,8,688,1,64,1129,2,2
123582,Cassidy Lance-Mcwherter,Cassidy,Lance-Mcwherter,F,2,27,0,161.0,0,64.0,0,24.690405462752206,0,,0,United States,1,North America,1,ACT,1,2015,26,488,1,12,507,3,3
123582,Cassidy Lance-Mcwherter,Cassidy,Lance-Mcwherter,F,2,29,0,161.0,0,64.0,0,24.690405462752206,0,,0,United States,1,North America,1,ACT,1,2017,12,658,1,5,117,4,4
123582,Cassidy Lance-Mcwherter,Cassidy,Lance-Mcwherter,F,2,30,0,161.0,0,64.0,0,24.690405462752206,0,CrossFit WaterSide,16524,United States,1,North America,1,ACT,1,2018,10,742,1,1,189,5,5
123764,Logan Collins,Logan,Collins,M,1,25,0,171.0,0,83.0,0,28.384802161348794,0,CrossFit Rejoice,14664,United States,1,North America,1,ACT,1,2016,31,420,1,45,576,1,1
123764,Logan Collins,Logan,Collins,M,1,26,0,171.0,0,83.0,0,28.384802161348794,0,,0,United States,1,North America,1,ACT,1,2017,11,686,1,29,582,2,2
123764,Logan Collins,Logan,Collins,M,1,27,0,171.0,0,83.0,0,28.384802161348794,0,CrossFit Rejoice,14664,United States,1,North America,1,ACT,1,2018,15,652,1,8,836,3,3
123764,Logan Collins,Logan,Collins,M,1,28,0,171.0,0,83.0,0,28.384802161348794,0,CrossFit Rejoice,14664,United States,1,North America,1,CUT,4,2019,14,340,1,22,420,4,4
123968,Lindsey Valenzuela,Lindsey,Valenzuela,F,2,24,0,168.0,0,69.0,0,24.44727891156463,0,,0,United States,1,North America,1,CUT,4,2011,34,204,1,127,1616,1,1
123968,Lindsey Valenzuela,Lindsey,Valenzuela,F,2,26,0,168.0,0,69.0,0,24.44727891156463,0,DogTown CrossFit,1767,United States,1,North America,1,ACT,1,2013,2,821,1,213,1975,2,2
123968,Lindsey Valenzuela,Lindsey,Valenzuela,F,2,28,0,168.0,0,69.0,0,24.44727891156463,0,Autumo CrossFit,12948,United States,1,North America,1,ACT,1,2015,7,636,1,22,681,3,3
124483,Josh Bridges,Josh,Bridges,M,1,30,0,166.0,0,79.0,0,28.668892437218755,0,CrossFit Invictus,600,United States,1,North America,1,ACT,1,2013,7,729,1,3,59,1,1
124483,Josh Bridges,Josh,Bridges,M,1,31,0,166.0,0,79.0,0,28.668892437218755,0,CrossFit Invictus,600,United States,1,North America,1,ACT,1,2014,4,786,1,71,1405,2,2
124483,Josh Bridges,Josh,Bridges,M,1,33,0,166.0,0,79.0,0,28.668892437218755,0,,0,United States,1,North America,1,ACT,1,2016,13,678,1,6,103,3,3
124483,Josh Bridges,Josh,Bridges,M,1,34,0,166.0,0,79.0,0,28.668892437218755,0,,0,United States,1,North America,1,ACT,1,2017,29,408,1,8,335,4,4
124483,Josh Bridges,Josh,Bridges,M,1,35,0,166.0,0,79.0,0,28.668892437218755,0,CrossFit Ktown,1235,United States,1,North America,1,ACT,1,2018,31,434,1,197,3693,5,5
126467,Nate Malton,Nate,Malton,M,1,22,0,177.3722891566265,1,88.37544696066746,1,28.084429605483873,1,,0,,0,,0,CUT,4,2010,39,131,0,1000,5000,1,5
126813,Craig Kenney,Craig,Kenney,M,1,27,0,183.0,0,87.0,0,25.97867956642479,0,Branford CrossFit,4883,United States,1,North America,1,ACT,1,2014,11,665,1,36,955,1,1
126813,Craig Kenney,Craig,Kenney,M,1,31,0,183.0,0,87.0,0,25.97867956642479,0,Branford CrossFit,4883,United States,1,North America,1,ACT,1,2018,27,516,1,170,3352,2,2
131825,Aaron Finley,Aaron,Finley,M,1,27,0,177.3722891566265,1,88.37544696066746,1,28.084429605483873,1,,0,,0,,0,ACT,1,2008,62,22,0,1000,5000,1,2
131845,Richard Bohlken,Richard,Bohlken,M,1,25,0,181.0,0,98.0,0,29.913616800463966,0,,0,United States,1,North America,1,ACT,1,2014,16,614,1,257,3523,1,1
132258,Arielle Loewen,Arielle,Loewen,F,2,27,0,161.0,0,65.0,0,25.076193048107708,0,Renewed Strength CrossFit,3927,United States,1,North America,1,ACT,1,2021,14,717,1,243,2596,1,1
132258,Arielle Loewen,Arielle,Loewen,F,2,28,0,161.0,0,66.0,0,25.461980633463213,0,,0,United States,1,North America,1,ACT,1,2022,11,828,1,16,140,2,2
132258,Arielle Loewen,Arielle,Loewen,F,2,29,0,161.0,0,69.0,0,26.61934338952972,0,,0,United States,1,North America,1,ACT,1,2023,0,0,1,4,244,2,3
134076,Alea Helmick,Alea,Helmick,F,2,29,0,173.0,0,68.0,0,22.720438370810918,0,CrossFit Revamped,4190,United States,1,North America,1,ACT,1,2016,26,486,1,29,348,1,1
134617,Sean Sweeney,Sean,Sweeney,M,1,24,0,176.0,0,88.0,0,28.40909090909091,0,CrossFit Powerstroke,12611,United States,1,North America,1,ACT,1,2016,30,420,1,57,708,1,1
134617,Sean Sweeney,Sean,Sweeney,M,1,26,0,176.0,0,88.0,0,28.40909090909091,0,CrossFit Powerstroke,12611,United States,1,North America,1,ACT,1,2018,22,580,1,142,3071,2,2
134617,Sean Sweeney,Sean,Sweeney,M,1,27,0,176.0,0,88.0,0,28.40909090909091,0,CrossFit Powerstroke,12611,United States,1,North America,1,CUT,4,2019,24,236,1,59,866,3,3
134617,Sean Sweeney,Sean,Sweeney,M,1,29,0,176.0,0,88.0,0,28.40909090909091,0,CrossFit Powerstroke,12611,United States,1,North America,1,WD,2,2021,36,146,1,157,2486,4,4
135797,Tennil Beuerlein,Tennil,Beuerlein,F,2,28,0,168.0,0,72.0,0,25.510204081632658,0,,0,United States,1,North America,1,ACT,1,2016,11,707,1,160,1406,1,1
135797,Tennil Beuerlein,Tennil,Beuerlein,F,2,29,0,168.0,0,72.0,0,25.510204081632658,0,,0,United States,1,North America,1,ACT,1,2017,6,888,1,71,867,2,2
135797,Tennil Beuerlein,Tennil,Beuerlein,F,2,30,0,168.0,0,72.0,0,25.510204081632658,0,CrossFit Lower Mountains,6557,United States,1,North America,1,ACT,1,2018,12,712,1,62,1393,3,3
141620,Alex Parker,Alex,Parker,F,2,25,0,168.0,0,65.0,0,23.030045351473927,0,,0,Canada,5,North America,1,ACT,1,2015,30,434,1,380,4760,1,1
143285,Brian Bowen,Brian,Bowen,M,1,30,0,173.0,0,80.0,0,26.729927495071667,0,,0,,0,,0,CUT,4,2009,63,209,0,1000,5000,1,1
143996,George Sanchez,George,Sanchez,M,1,26,0,186.0,0,96.0,0,27.748872702046476,0,,0,United States,1,North America,1,ACT,1,2017,21,494,1,311,2855,1,1
144006,Jocelyn Forest,Jocelyn,Forest,F,2,29,0,165.37482517482516,1,65.66385372714487,1,24.01308087921364,1,,0,,0,,0,CUT,4,2009,43,134,0,1000,5000,1,1
145603,Brandon Massie,Brandon,Massie,M,1,20,0,183.0,0,98.0,0,29.26334020126011,0,,0,,0,,0,CUT,4,2009,60,200,0,1000,5000,1,1
145925,Aja Barto,Aja,Barto,M,1,26,0,196.0,0,103.0,0,26.81174510620575,0,Behemoth CrossFit,4053,United States,1,North America,1,ACT,1,2013,27,552,1,381,3648,1,1
147770,Kevin Manuel,Kevin,Manuel,M,1,29,0,187.0,0,95.0,0,27.166919271354622,0,Mount CrossFit,2657,Australia,3,Oceania,7,ACT,1,2015,17,534,1,232,4899,1,1
148485,Meredith Root,Meredith,Root,F,2,30,0,163.0,0,60.0,0,22.582709172343712,0,Victoria Park CrossFit,12828,Canada,5,North America,1,ACT,1,2018,30,396,1,106,1946,1,1
149475,Tasia Percevecz,Tasia,Percevecz,F,2,25,0,166.0,0,73.0,0,26.491508201480624,0,CrossFit Free,3310,United States,1,North America,1,ACT,1,2016,15,638,1,22,281,1,1
151555,Erin Vandendriessche,Erin,Vandendriessche,F,2,28,0,171.0,0,66.0,0,22.571047501795427,0,Root 18 CrossFit,5833,United States,1,North America,1,CUT,4,2019,50,48,1,1000,5000,1,1
151906,Mikko Salo,Mikko,Salo,M,1,29,0,175.0,0,85.0,0,27.755102040816325,0,,0,,0,,0,ACT,1,2009,1,78,0,1000,5000,1,1
151906,Mikko Salo,Mikko,Salo,M,1,30,0,175.0,0,85.0,0,27.755102040816325,0,,0,,0,,0,ACT,1,2010,5,77,0,1000,5000,2,1
151906,Mikko Salo,Mikko,Salo,M,1,31,0,175.0,0,85.0,0,27.755102040816325,0,,0,Finland,4,Europe,4,CUT,4,2011,48,15,1,4,75,3,1
151906,Mikko Salo,Mikko,Salo,M,1,33,0,175.0,0,85.0,0,27.755102040816325,0,CrossFit Varasto,3128,,0,Europe,4,ACT,1,2013,47,0,1,2,53,3,2
153604,Mathew Fraser,Mathew,Fraser,M,1,24,0,171.0,0,89.0,0,30.436715570602924,0,Champlain Valley CrossFit,2080,United States,1,North America,1,ACT,1,2014,2,875,1,7,208,1,1
153604,Mathew Fraser,Mathew,Fraser,M,1,25,0,171.0,0,89.0,0,30.436715570602924,0,Champlain Valley CrossFit,2080,United States,1,North America,1,ACT,1,2015,2,879,1,1,127,2,2
153604,Mathew Fraser,Mathew,Fraser,M,1,26,0,171.0,0,89.0,0,30.436715570602924,0,Champlain Valley CrossFit,2080,United States,1,North America,1,ACT,1,2016,1,1096,1,7,110,3,3
153604,Mathew Fraser,Mathew,Fraser,M,1,27,0,171.0,0,89.0,0,30.436715570602924,0,,0,United States,1,North America,1,ACT,1,2017,1,1132,1,1,40,4,4
153604,Mathew Fraser,Mathew,Fraser,M,1,28,0,171.0,0,89.0,0,30.436715570602924,0,CrossFit Mayhem,3220,United States,1,North America,1,ACT,1,2018,1,1162,1,1,97,5,5
153604,Mathew Fraser,Mathew,Fraser,M,1,29,0,171.0,0,89.0,0,30.436715570602924,0,CrossFit Mayhem,3220,United States,1,North America,1,ACT,1,2019,1,984,1,1,66,6,6
153604,Mathew Fraser,Mathew,Fraser,M,1,30,0,171.0,0,89.0,0,30.436715570602924,0,CrossFit Mayhem,3220,United States,1,North America,1,ACT,1,2020,1,1150,1,2,74,7,7
153625,Cole Sager,Cole,Sager,M,1,23,0,181.0,0,90.0,0,27.471688898385274,0,CrossFit Deliverance,5600,United States,1,North America,1,ACT,1,2014,17,611,1,71,1405,1,1
153625,Cole Sager,Cole,Sager,M,1,24,0,181.0,0,90.0,0,27.471688898385274,0,CrossFit Deliverance,5600,United States,1,North America,1,ACT,1,2015,7,700,1,28,1199,2,2
153625,Cole Sager,Cole,Sager,M,1,25,0,181.0,0,90.0,0,27.471688898385274,0,CrossFit Deliverance,5600,United States,1,North America,1,ACT,1,2016,5,803,1,280,2503,3,3
153625,Cole Sager,Cole,Sager,M,1,26,0,181.0,0,90.0,0,27.471688898385274,0,,0,United States,1,North America,1,ACT,1,2017,16,562,1,171,1824,4,4
153625,Cole Sager,Cole,Sager,M,1,27,0,181.0,0,90.0,0,27.471688898385274,0,CrossFit Spokane Valley,967,United States,1,North America,1,ACT,1,2018,7,760,1,44,1696,5,5
153625,Cole Sager,Cole,Sager,M,1,28,0,181.0,0,90.0,0,27.471688898385274,0,CrossFit Spokane Valley,967,United States,1,North America,1,CUT,4,2019,11,368,1,6,222,6,6
153625,Cole Sager,Cole,Sager,M,1,29,0,181.0,0,90.0,0,27.471688898385274,0,CrossFit Spokane Valley,967,United States,1,North America,1,ACT,1,2020,20,0,1,19,271,6,7
153625,Cole Sager,Cole,Sager,M,1,30,0,181.0,0,90.0,0,27.471688898385274,0,CrossFit Spokane Valley,967,United States,1,North America,1,ACT,1,2021,14,776,1,41,888,7,8
153625,Cole Sager,Cole,Sager,M,1,31,0,181.0,0,90.0,0,27.471688898385274,0,CrossFit Spokane Valley,967,United States,1,North America,1,ACT,1,2022,13,733,1,374,1986,8,9
153625,Cole Sager,Cole,Sager,M,1,32,0,181.0,0,91.0,0,27.776929886145112,0,CrossFit Spokane Valley,967,United States,1,North America,1,ACT,1,2023,0,0,1,251,4233,8,10
155471,Darwin Perez,Darwin,Perez,M,1,30,0,171.0,0,82.0,0,28.042816593139772,0,CrossFit 3 Sons,20165,Mexico,22,Central America,2,CUT,4,2019,53,47,1,120,1535,1,1
155824,Jacob Anderson,Jacob,Anderson,M,1,23,0,173.0,0,84.0,0,28.06642386982525,0,CrossFit Boro,3611,United States,1,North America,1,ACT,1,2016,29,441,1,75,904,1,1
156156,Jay Crouch,Jay,Crouch,M,1,21,0,175.0,0,85.0,0,27.755102040816325,0,Reebok CrossFit Frankston,1348,Australia,3,Oceania,7,ACT,1,2020,18,0,1,170,1676,0,1
156156,Jay Crouch,Jay,Crouch,M,1,22,0,175.0,0,85.0,0,27.755102040816325,0,Reebok CrossFit Frankston,1348,Australia,3,Oceania,7,CUT,4,2021,22,494,1,17,611,1,2
156156,Jay Crouch,Jay,Crouch,M,1,23,0,175.0,0,85.0,0,27.755102040816325,0,Reebok CrossFit Frankston,1348,Australia,3,Oceania,7,ACT,1,2022,28,507,1,7,53,2,3
156156,Jay Crouch,Jay,Crouch,M,1,24,0,175.0,0,85.0,0,27.755102040816325,0,Reebok CrossFit Frankston,1348,Australia,3,Oceania,7,ACT,1,2023,0,0,1,13,782,2,4
156719,ZA Anderson,ZA,Anderson,M,1,24,0,188.0,0,103.0,0,29.14214576731553,0,CrossFit Paragon,851,United States,1,North America,1,ACT,1,2013,10,646,1,12,329,1,1
156732,Ganna Almazova,Ganna,Almazova,F,2,32,0,165.0,0,63.0,0,23.140495867768596,0,CrossFit October,23128,Ukraine,44,Europe,4,CUT,4,2019,71,17,1,143,1755,1,1
156773,Nicholas Ballstaedt,Nicholas,Ballstaedt,M,1,23,0,177.3722891566265,1,88.37544696066746,1,28.084429605483873,1,,0,,0,,0,ACT,1,2008,42,20,0,1000,5000,1,1
157139,Cody Mooney,Cody,Mooney,M,1,23,0,183.0,0,96.0,0,28.666129176744597,0,,0,United States,1,North America,1,ACT,1,2017,17,550,1,111,1364,1,1
157678,Zachary Thiel,Zachary,Thiel,M,1,30,0,176.0,0,87.0,0,28.08626033057851,0,,0,,0,,0,ACT,1,2008,79,25,0,1000,5000,1,1
158264,Patrick Vellner,Patrick,Vellner,M,1,26,0,181.0,0,89.0,0,27.16644791062544,0,CrossFit Plateau,5420,Canada,5,North America,1,ACT,1,2016,3,863,1,8,117,1,1
158264,Patrick Vellner,Patrick,Vellner,M,1,27,0,181.0,0,89.0,0,27.16644791062544,0,,0,Canada,5,North America,1,ACT,1,2017,3,792,1,11,379,2,2
158264,Patrick Vellner,Patrick,Vellner,M,1,28,0,181.0,0,89.0,0,27.16644791062544,0,CrossFit Solid Ground,6214,Canada,5,North America,1,ACT,1,2018,2,942,1,5,706,3,3
158264,Patrick Vellner,Patrick,Vellner,M,1,29,0,181.0,0,89.0,0,27.16644791062544,0,CrossFit Solid Ground,6214,Canada,5,North America,1,CUT,4,2019,16,322,1,30,487,4,4
158264,Patrick Vellner,Patrick,Vellner,M,1,30,0,181.0,0,89.0,0,27.16644791062544,0,CrossFit Nanaimo,1918,Canada,5,North America,1,ACT,1,2020,9,0,1,1,64,4,5
158264,Patrick Vellner,Patrick,Vellner,M,1,31,0,181.0,0,89.0,0,27.16644791062544,0,CrossFit Nanaimo,1918,Canada,5,North America,1,ACT,1,2021,2,1152,1,20,638,5,6
158264,Patrick Vellner,Patrick,Vellner,M,1,32,0,181.0,0,89.0,0,27.16644791062544,0,CrossFit Nanaimo,1918,Canada,5,North America,1,ACT,1,2022,6,892,1,69,452,6,7
158264,Patrick Vellner,Patrick,Vellner,M,1,33,0,181.0,0,89.0,0,27.16644791062544,0,CrossFit Nanaimo,1918,Canada,5,North America,1,ACT,1,2023,0,0,1,195,3605,6,8
159681,Regan Huckaby,Regan,Huckaby,F,2,27,0,166.0,0,67.0,0,24.31412396574249,0,CrossFit Hood River,1794,United States,1,North America,1,ACT,1,2014,30,481,1,89,1381,1,1
159681,Regan Huckaby,Regan,Huckaby,F,2,28,0,166.0,0,67.0,0,24.31412396574249,0,CrossFit Hood River,1794,United States,1,North America,1,ACT,1,2015,33,390,1,60,1358,2,2
159681,Regan Huckaby,Regan,Huckaby,F,2,30,0,166.0,0,67.0,0,24.31412396574249,0,,0,United States,1,North America,1,ACT,1,2017,29,408,1,51,685,3,3
159681,Regan Huckaby,Regan,Huckaby,F,2,34,0,166.0,0,67.0,0,24.31412396574249,0,CrossFit Fort Vancouver,1792,United States,1,North America,1,CUT,4,2021,30,312,1,259,2789,4,4
160128,Connor Nellans,Connor,Nellans,M,1,25,0,183.0,0,96.0,0,28.666129176744597,0,CrossFit Invictus,600,Luxembourg,37,Europe,4,CUT,4,2019,62,31,1,375,4194,1,1
162712,Spencer Panchik,Spencer,Panchik,M,1,26,0,173.0,0,82.0,0,27.39817568244846,0,CrossFit Mentality,7991,United States,1,North America,1,ACT,1,2022,20,635,1,28,257,1,1
162712,Spencer Panchik,Spencer,Panchik,M,1,27,0,173.0,0,87.0,0,29.06879615089044,0,CrossFit Mentality,7991,United States,1,North America,1,ACT,1,2023,0,0,1,44,1604,1,2
163097,Tia-Clair Toomey,Tia-Clair,Toomey,F,2,21,0,163.0,0,58.0,0,21.829952199932254,0,,0,Australia,3,Oceania,7,ACT,1,2015,2,750,1,63,1412,1,1
163097,Tia-Clair Toomey,Tia-Clair,Toomey,F,2,22,0,163.0,0,58.0,0,21.829952199932254,0,CrossFit Gladstone,13770,Australia,3,Oceania,7,ACT,1,2016,2,973,1,82,806,2,2
163097,Tia-Clair Toomey,Tia-Clair,Toomey,F,2,23,0,163.0,0,58.0,0,21.829952199932254,0,,0,Australia,3,Oceania,7,ACT,1,2017,1,994,1,18,320,3,3
163097,Tia-Clair Toomey,Tia-Clair,Toomey,F,2,24,0,163.0,0,58.0,0,21.829952199932254,0,CrossFit Gladstone,13770,Australia,3,Oceania,7,ACT,1,2018,1,1154,1,12,465,4,4
163097,Tia-Clair Toomey,Tia-Clair,Toomey,F,2,25,0,163.0,0,58.0,0,21.829952199932254,0,CrossFit Mayhem,3220,Australia,3,Oceania,7,ACT,1,2019,1,1071,1,6,115,5,5
163097,Tia-Clair Toomey,Tia-Clair,Toomey,F,2,26,0,163.0,0,58.0,0,21.829952199932254,0,CrossFit Mayhem,3220,Australia,3,Oceania,7,ACT,1,2020,1,1025,1,4,56,6,6
163097,Tia-Clair Toomey,Tia-Clair,Toomey,F,2,27,0,163.0,0,58.0,0,21.829952199932254,0,CrossFit East Nashville,19593,Australia,3,Oceania,7,ACT,1,2021,1,1435,1,1,26,7,7
163097,Tia-Clair Toomey,Tia-Clair,Toomey,F,2,28,0,163.0,0,58.0,0,21.829952199932254,0,CrossFit East Nashville,19593,Australia,3,Oceania,7,ACT,1,2022,1,1158,1,2,8,8,8
163784,Graham Holmberg,Graham,Holmberg,M,1,28,0,181.0,0,89.0,0,27.16644791062544,0,CrossFit Grandview,1710,United States,1,North America,1,ACT,1,2013,14,625,1,43,890,1,1
164070,James Fitzgerald,James,Fitzgerald,M,1,33,0,176.0,0,80.0,0,25.826446280991735,0,,0,,0,,0,ACT,1,2007,1,272,0,1000,5000,1,1
164070,James Fitzgerald,James,Fitzgerald,M,1,34,0,176.0,0,80.0,0,25.826446280991735,0,,0,,0,,0,ACT,1,2008,12,16,0,1000,5000,2,1
164070,James Fitzgerald,James,Fitzgerald,M,1,35,0,176.0,0,80.0,0,25.826446280991735,0,,0,,0,,0,DNF,3,2009,13,104,0,1000,5000,3,1
164070,James Fitzgerald,James,Fitzgerald,M,1,36,0,176.0,0,80.0,0,25.826446280991735,0,,0,,0,,0,CUT,4,2010,28,102,0,1000,5000,4,1
165705,Elijah Muhammad,Elijah,Muhammad,M,1,27,0,183.0,0,88.0,0,26.27728507868255,0,,0,United States,1,North America,1,ACT,1,2015,16,535,1,140,3528,1,1
165705,Elijah Muhammad,Elijah,Muhammad,M,1,29,0,183.0,0,88.0,0,26.27728507868255,0,,0,United States,1,North America,1,ACT,1,2017,35,324,1,372,3324,2,2
165805,Mary Everett,Mary,Everett,F,2,25,0,176.0,0,69.0,0,22.275309917355372,0,,0,,0,,0,ACT,1,2008,13,25,0,1000,5000,1,2
168305,Brooke Wells,Brooke,Wells,F,2,20,0,168.0,0,69.0,0,24.44727891156463,0,CrossFit Fringe,1741,United States,1,North America,1,ACT,1,2015,16,572,1,43,1044,1,1
168305,Brooke Wells,Brooke,Wells,F,2,21,0,168.0,0,69.0,0,24.44727891156463,0,CrossFit Fringe,1741,United States,1,North America,1,ACT,1,2016,6,796,1,19,256,2,2
168305,Brooke Wells,Brooke,Wells,F,2,22,0,168.0,0,69.0,0,24.44727891156463,0,,0,United States,1,North America,1,ACT,1,2017,14,612,1,9,150,3,3
168305,Brooke Wells,Brooke,Wells,F,2,23,0,168.0,0,69.0,0,24.44727891156463,0,CrossFit Fringe,1741,United States,1,North America,1,ACT,1,2018,8,818,1,6,358,4,4
168305,Brooke Wells,Brooke,Wells,F,2,24,0,168.0,0,69.0,0,24.44727891156463,0,CrossFit T-Town,6628,United States,1,North America,1,CUT,4,2019,15,351,1,6,115,5,5
168305,Brooke Wells,Brooke,Wells,F,2,25,0,168.0,0,69.0,0,24.44727891156463,0,CrossFit T-Town,6628,United States,1,North America,1,ACT,1,2020,5,525,1,11,148,6,6
168305,Brooke Wells,Brooke,Wells,F,2,26,0,168.0,0,69.0,0,24.44727891156463,0,CrossFit Trivium,4917,United States,1,North America,1,WD,2,2021,20,792,1,9,243,7,7
168305,Brooke Wells,Brooke,Wells,F,2,27,0,168.0,0,69.0,0,24.44727891156463,0,CrossFit East Nashville,19593,United States,1,North America,1,ACT,1,2022,5,904,1,5,43,8,8
173837,Jonne Koski,Jonne,Koski,M,1,19,0,171.0,0,87.0,0,29.75274443418488,0,CrossFit Varasto,3128,,0,Europe,4,CUT,4,2014,32,384,1,51,1125,1,1
173837,Jonne Koski,Jonne,Koski,M,1,20,0,171.0,0,87.0,0,29.75274443418488,0,CrossFit Varasto,3128,Finland,4,Europe,4,ACT,1,2015,9,638,1,34,1306,2,2
173837,Jonne Koski,Jonne,Koski,M,1,21,0,171.0,0,87.0,0,29.75274443418488,0,,0,Finland,4,Europe,4,WD,2,2016,40,142,1,45,576,3,3
173837,Jonne Koski,Jonne,Koski,M,1,22,0,171.0,0,87.0,0,29.75274443418488,0,,0,Finland,4,Europe,4,ACT,1,2017,9,696,1,9,344,4,4
173837,Jonne Koski,Jonne,Koski,M,1,24,0,171.0,0,87.0,0,29.75274443418488,0,CrossFit Kreis 9,12469,Finland,4,Europe,4,CUT,4,2019,37,165,1,35,573,5,5
173837,Jonne Koski,Jonne,Koski,M,1,25,0,171.0,0,87.0,0,29.75274443418488,0,CrossFit Kreis 9,12469,Finland,4,Europe,4,ACT,1,2020,7,0,1,11,200,5,6
173837,Jonne Koski,Jonne,Koski,M,1,26,0,171.0,0,87.0,0,29.75274443418488,0,CrossFit 10K,7526,Finland,4,Europe,4,ACT,1,2021,6,965,1,14,564,6,7
173837,Jonne Koski,Jonne,Koski,M,1,27,0,171.0,0,87.0,0,29.75274443418488,0,CrossFit 10K,7526,Finland,4,Europe,4,ACT,1,2022,15,725,1,19,183,7,8
173837,Jonne Koski,Jonne,Koski,M,1,28,0,171.0,0,87.0,0,29.75274443418488,0,CrossFit 10K,7526,Finland,4,Europe,4,ACT,1,2023,0,0,1,108,2606,7,9
174547,Amanda Barnhart,Amanda,Barnhart,F,2,26,0,171.0,0,73.0,0,24.96494647925858,0,Centerville CrossFit,697,United States,1,North America,1,ACT,1,2018,15,670,1,27,833,1,1
174547,Amanda Barnhart,Amanda,Barnhart,F,2,27,0,171.0,0,73.0,0,24.96494647925858,0,Centerville CrossFit,697,United States,1,North America,1,ACT,1,2019,7,706,1,9,117,2,2
174547,Amanda Barnhart,Amanda,Barnhart,F,2,28,0,171.0,0,73.0,0,24.96494647925858,0,Centerville CrossFit,697,United States,1,North America,1,ACT,1,2020,7,0,1,24,299,2,3
174547,Amanda Barnhart,Amanda,Barnhart,F,2,29,0,171.0,0,73.0,0,24.96494647925858,0,CrossFit New England,505,United States,1,North America,1,ACT,1,2021,9,936,1,20,463,3,4
174547,Amanda Barnhart,Amanda,Barnhart,F,2,30,0,171.0,0,73.0,0,24.96494647925858,0,CrossFit New England,505,United States,1,North America,1,ACT,1,2022,14,778,1,20,152,4,5
174547,Amanda Barnhart,Amanda,Barnhart,F,2,31,0,171.0,0,73.0,0,24.96494647925858,0,CrossFit High Gear,14583,United States,1,North America,1,ACT,1,2023,0,0,1,8,300,4,6
175490,Fern Webb,Fern,Webb,F,2,33,0,165.37482517482516,1,65.66385372714487,1,24.01308087921364,1,,0,,0,,0,ACT,1,2008,14,26,0,1000,5000,1,6
177489,Crystal Mcreynolds,Crystal,Mcreynolds,F,2,24,0,176.0,0,69.0,0,22.275309917355372,0,,0,,0,,0,ACT,1,2008,33,33,0,1000,5000,1,6
177489,Crystal Mcreynolds,Crystal,Mcreynolds,F,2,25,0,176.0,0,69.0,0,22.275309917355372,0,,0,,0,,0,ACT,1,2009,9,135,0,1000,5000,2,6
179080,Bartek Lipka,Bartek,Lipka,M,1,29,0,177.0,0,90.0,0,28.72737719046251,0,CrossFit R99,6171,Poland,26,Europe,4,CUT,4,2019,92,0,1,29,483,0,1
180106,Zeke Grove,Zeke,Grove,M,1,24,0,169.0,0,83.0,0,29.060607121599386,0,CrossFit Carv,9043,Australia,3,Oceania,7,ACT,1,2016,39,219,1,137,1498,1,1
180106,Zeke Grove,Zeke,Grove,M,1,25,0,169.0,0,83.0,0,29.060607121599386,0,,0,Australia,3,Oceania,7,ACT,1,2017,33,330,1,104,1333,2,2
180106,Zeke Grove,Zeke,Grove,M,1,26,0,169.0,0,83.0,0,29.060607121599386,0,CrossFit Carv,9043,Australia,3,Oceania,7,ACT,1,2018,30,440,1,48,1780,3,3
180250,Emily Abbott,Emily,Abbott,F,2,25,0,171.0,0,72.0,0,24.622960911049557,0,CrossFit Currie Barracks,4177,Canada,5,North America,1,CUT,4,2014,35,372,1,310,3214,1,1
180250,Emily Abbott,Emily,Abbott,F,2,26,0,171.0,0,72.0,0,24.622960911049557,0,CrossFit Currie Barracks,4177,Canada,5,North America,1,ACT,1,2015,8,623,1,48,1142,2,2
180250,Emily Abbott,Emily,Abbott,F,2,27,0,171.0,0,72.0,0,24.622960911049557,0,CrossFit Currie Barracks,4177,Canada,5,North America,1,ACT,1,2016,20,562,1,42,495,3,3
180250,Emily Abbott,Emily,Abbott,F,2,28,0,171.0,0,72.0,0,24.622960911049557,0,,0,Canada,5,North America,1,ACT,1,2017,19,554,1,32,512,4,4
180541,Alex Vigneault,Alex,Vigneault,M,1,23,0,181.0,0,93.0,0,28.387411861664784,0,CrossFit Quebec City,10990,Canada,5,North America,1,ACT,1,2015,11,615,1,19,971,1,1
